Date,Bayesian Averaging,Rolling Window,Jorion Bayes-Stein,Possibilistic (Masked),Possibilistic (Power),Possibilistic (Exponential)
171,,,,,,
172,,,,,,
173,,,,,,
174,,,,,,
175,,,,,,
176,,,,,,
177,,,,,,
178,,,,,,
179,,,,,,
180,,,,,,
181,,,,,,
182,,,,,,
183,,,,,,
184,,,,,,
185,,,,,,
186,,,,,,
187,,,,,,
188,,,,,,
189,,,,,,
190,,,,,,
191,,,,,,
192,,,,,,
193,,,,,,
194,,,,,,
195,,,,,,
196,,,,,,
197,,,,,,
198,,,,,,
199,,,,,,
200,,,,,,
201,,,,,,
202,,,,,,
203,,,,,,
204,,,,,,
205,,,,,,
206,,,,,,
207,,,,,,
208,,,,,,
209,,,,,,
210,,,,,,
211,,,,,,
212,,,,,,
213,,,,,,
214,,,,,,
215,,,,,,
216,,,,,,
217,,,,,,
218,,,,,,
219,,,,,,
220,,,,,,
221,,,,,,
222,,,,,,
223,,,,,,
224,,,,,,
225,,,,,,
226,,,,,,
227,,,,,,
228,,,,,,
229,,,,,,
230,,,,,,
231,,,,,,
232,,,,,,
233,,,,,,
234,,,,,,
235,,,,,,
236,,,,,,
237,,,,,,
238,,,,,,
239,,,,,,
240,,,,,,
241,,,,,,
242,,,,,,
243,,,,,,
244,,,,,,
245,,,,,,
246,,,,,,
247,,,,,,
248,,,,,,
249,,,,,,
250,,,,,,
251,,,,,,
252,,,,,,
253,,,,,,
254,,,,,,
255,,,,,,
256,,,,,,
257,,,,,,
258,,,,,,
259,,,,,,
260,,,,,,
261,,,,,,
262,,,,,,
263,,,,,,
264,,,,,,
265,,,,,,
266,,,,,,
267,,,,,,
268,,,,,,
269,,,,,,
270,,,,,,
271,,,,,,
272,,,,,,
273,,,,,,
274,,,,,,
275,,,,,,
276,,,,,,
277,,,,,,
278,,,,,,
279,,,,,,
280,,,,,,
281,,,,,,
282,,,,,,
283,,,,,,
284,,,,,,
285,,,,,,
286,,,,,,
287,,,,,,
288,,,,,,
289,,,,,,
290,,,,,,
291,,,,,,
292,,,,,,
293,,,,,,
294,,,,,,
295,,,,,,
296,,,,,,
297,,,,,,
298,,,,,,
299,,,,,,
300,,,,,,
301,,,,,,
302,,,,,,
303,,,,,,
304,,,,,,
305,,,,,,
306,,,,,,
307,,,,,,
308,,,,,,
309,,,,,,
310,,,,,,
311,,,,,,
312,,,,,,
313,,,,,,
314,,,,,,
315,,,,,,
316,,,,,,
317,,,,,,
318,,,,,,
319,,,,,,
320,,,,,,
321,,,,,,
322,,,,,,
323,,,,,,
324,,,,,,
325,,,,,,
326,,,,,,
327,,,,,,
328,,,,,,
329,,,,,,
330,,,,,,
331,,,,,,
332,,,,,,
333,,,,,,
334,,,,,,
335,,,,,,
336,,,,,,
337,,,,,,
338,,,,,,
339,,,,,,
340,,,,,,
341,,,,,,
342,,,,,,
343,,,,,,
344,,,,,,
345,,,,,,
346,,,,,,
347,,,,,,
348,,,,,,
349,,,,,,
350,,,,,,
351,,,,,,
352,,,,,,
353,,,,,,
354,,,,,,
355,,,,,,
356,,,,,,
357,,,,,,
358,,,,,,
359,,,,,,
360,,,,,,
361,,,,,,
362,,,,,,
363,,,,,,
364,,,,,,
365,,,,,,
366,,,,,,
367,,,,,,
368,,,,,,
369,,,,,,
370,,,,,,
371,,,,,,
372,,,,,,
373,,,,,,
374,,,,,,
375,,,,,,
376,,,,,,
377,,,,,,
378,,,,,,
379,,,,,,
380,,,,,,
381,,,,,,
382,,,,,,
383,,,,,,
384,,,,,,
385,,,,,,
386,,,,,,
387,,,,,,
388,,,,,,
389,,,,,,
390,,,,,,
391,,,,,,
392,,,,,,
393,,,,,,
394,,,,,,
395,,,,,,
396,,,,,,
397,,,,,,
398,,,,,,
399,,,,,,
400,,,,,,
401,,,,,,
402,,,,,,
403,,,,,,
404,,,,,,
405,,,,,,
406,,,,,,
407,,,,,,
408,,,,,,
409,,,,,,
410,,,,,,
411,,,,,,
412,,,,,,
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,,,,,,
419,,,,,,
420,,,,,,
421,,,,,,
422,,,,,,
423,,,,,,
424,,,,,,
425,,,,,,
426,,,,,,
427,,,,,,
428,,,,,,
429,,,,,,
430,,,,,,
431,,,,,,
432,,,,,,
433,,,,,,
434,,,,,,
435,,,,,,
436,,,,,,
437,,,,,,
438,,,,,,
439,,,,,,
440,,,,,,
441,,,,,,
442,,,,,,
443,,,,,,
444,,,,,,
445,,,,,,
446,,,,,,
447,,,,,,
448,,,,,,
449,,,,,,
450,,,,,,
451,,,,,,
452,,,,,,
453,,,,,,
454,,,,,,
455,,,,,,
456,,,,,,
457,,,,,,
458,,,,,,
459,,,,,,
460,,,,,,
461,,,,,,
462,,,,,,
463,,,,,,
464,,,,,,
465,,,,,,
466,,,,,,
467,,,,,,
468,,,,,,
469,,,,,,
470,,,,,,
471,,,,,,
472,,,,,,
473,,,,,,
474,,,,,,
475,,,,,,
476,,,,,,
477,,,,,,
478,,,,,,
479,,,,,,
480,,,,,,
481,,,,,,
482,,,,,,
483,,,,,,
484,,,,,,
485,,,,,,
486,,,,,,
487,,,,,,
488,,,,,,
489,,,,,,
490,,,,,,
491,,,,,,
492,,,,,,
493,,,,,,
494,,,,,,
495,,,,,,
496,,,,,,
497,,,,,,
498,,,,,,
499,,,,,,
500,,,,,,
501,,,,,,
502,,,,,,
503,,,,,,
504,,,,,,
505,,,,,,
506,,,,,,
507,,,,,,
508,,,,,,
509,,,,,,
510,,,,,,
511,,,,,,
512,,,,,,
513,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
518,,,,,,
519,,,,,,
520,,,,,,
521,,,,,,
522,,,,,,
523,,,,,,
524,,,,,,
525,,,,,,
526,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
530,,,,,,
531,,,,,,
532,,,,,,
533,,,,,,
534,,,,,,
535,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
540,,,,,,
541,,,,,,
542,,,,,,
543,,,,,,
544,,,,,,
545,,,,,,
546,,,,,,
547,,,,,,
548,,,,,,
549,,,,,,
550,,,,,,
551,,,,,,
552,,,,,,
553,,,,,,
554,,,,,,
555,,,,,,
556,,,,,,
557,,,,,,
558,,,,,,
559,,,,,,
560,,,,,,
561,,,,,,
562,,,,,,
563,,,,,,
564,,,,,,
565,,,,,,
566,,,,,,
567,,,,,,
568,,,,,,
569,,,,,,
570,,,,,,
571,,,,,,
572,,,,,,
573,,,,,,
574,,,,,,
575,,,,,,
576,,,,,,
577,,,,,,
578,,,,,,
579,,,,,,
580,,,,,,
581,,,,,,
582,,,,,,
583,,,,,,
584,,,,,,
585,,,,,,
586,,,,,,
587,,,,,,
588,,,,,,
589,,,,,,
590,,,,,,
591,,,,,,
592,,,,,,
593,,,,,,
594,,,,,,
595,,,,,,
596,,,,,,
597,,,,,,
598,,,,,,
599,,,,,,
600,,,,,,
601,,,,,,
602,,,,,,
603,,,,,,
604,,,,,,
605,,,,,,
606,,,,,,
607,,,,,,
608,,,,,,
609,,,,,,
610,,,,,,
611,,,,,,
612,,,,,,
613,,,,,,
614,,,,,,
615,,,,,,
616,,,,,,
617,,,,,,
618,,,,,,
619,,,,,,
620,,,,,,
621,,,,,,
622,,,,,,
623,,,,,,
624,,,,,,
625,,,,,,
626,,,,,,
627,,,,,,
628,,,,,,
629,,,,,,
630,,,,,,
631,,,,,,
632,,,,,,
633,,,,,,
634,,,,,,
635,,,,,,
636,,,,,,
637,,,,,,
638,,,,,,
639,,,,,,
640,,,,,,
641,,,,,,
642,,,,,,
643,,,,,,
644,,,,,,
645,,,,,,
646,,,,,,
647,,,,,,
648,,,,,,
649,,,,,,
650,,,,,,
651,,,,,,
652,,,,,,
653,,,,,,
654,,,,,,
655,,,,,,
656,,,,,,
657,,,,,,
658,,,,,,
659,,,,,,
660,,,,,,
661,,,,,,
662,,,,,,
663,,,,,,
664,,,,,,
665,,,,,,
666,,,,,,
667,,,,,,
668,,,,,,
669,,,,,,
670,,,,,,
671,,,,,,
672,,,,,,
673,,,,,,
674,,,,,,
675,,,,,,
676,,,,,,
677,,,,,,
678,,,,,,
679,,,,,,
680,,,,,,
681,,,,,,
682,,,,,,
683,,,,,,
684,,,,,,
685,,,,,,
686,,,,,,
687,,,,,,
688,,,,,,
689,,,,,,
690,,,,,,
691,,,,,,
692,,,,,,
693,,,,,,
694,,,,,,
695,,,,,,
696,,,,,,
697,,,,,,
698,,,,,,
699,,,,,,
700,,,,,,
701,,,,,,
702,,,,,,
703,,,,,,
704,,,,,,
705,,,,,,
706,,,,,,
707,,,,,,
708,,,,,,
709,,,,,,
710,,,,,,
711,,,,,,
712,,,,,,
713,,,,,,
714,,,,,,
715,,,,,,
716,,,,,,
717,,,,,,
718,,,,,,
719,,,,,,
720,,,,,,
721,,,,,,
722,,,,,,
723,,,,,,
724,,,,,,
725,,,,,,
726,,,,,,
727,,,,,,
728,,,,,,
729,,,,,,
730,,,,,,
731,,,,,,
732,,,,,,
733,,,,,,
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,,,,,,
739,,,,,,
740,,,,,,
741,,,,,,
742,,,,,,
743,,,,,,
744,,,,,,
745,,,,,,
746,,,,,,
747,,,,,,
748,,,,,,
749,,,,,,
750,,,,,,
751,,,,,,
752,,,,,,
753,,,,,,
754,,,,,,
755,,,,,,
756,,,,,,
757,,,,,,
758,,,,,,
759,,,,,,
760,,,,,,
761,,,,,,
762,,,,,,
763,,,,,,
764,,,,,,
765,,,,,,
766,,,,,,
767,,,,,,
768,,,,,,
769,,,,,,
770,,,,,,
771,,,,,,
772,,,,,,
773,,,,,,
774,,,,,,
775,,,,,,
776,,,,,,
777,,,,,,
778,,,,,,
779,,,,,,
780,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,,,,,,
785,,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
789,,,,,,
790,,,,,,
791,,,,,,
792,,,,,,
793,,,,,,
794,,,,,,
795,,,,,,
796,,,,,,
797,,,,,,
798,,,,,,
799,,,,,,
800,,,,,,
801,,,,,,
802,,,,,,
803,,,,,,
804,,,,,,
805,,,,,,
806,,,,,,
807,,,,,,
808,,,,,,
809,,,,,,
810,,,,,,
811,,,,,,
812,,,,,,
813,,,,,,
814,,,,,,
815,,,,,,
816,,,,,,
817,,,,,,
818,,,,,,
819,,,,,,
820,,,,,,
821,,,,,,
822,,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
826,,,,,,
827,,,,,,
828,,,,,,
829,,,,,,
830,,,,,,
831,,,,,,
832,,,,,,
833,,,,,,
834,,,,,,
835,,,,,,
836,,,,,,
837,,,,,,
838,,,,,,
839,,,,,,
840,,,,,,
841,,,,,,
842,,,,,,
843,,,,,,
844,,,,,,
845,,,,,,
846,,,,,,
847,,,,,,
848,,,,,,
849,,,,,,
850,,,,,,
851,,,,,,
852,,,,,,
853,,,,,,
854,,,,,,
855,,,,,,
856,,,,,,
857,,,,,,
858,,,,,,
859,,,,,,
860,,,,,,
861,,,,,,
862,,,,,,
863,,,,,,
864,,,,,,
865,,,,,,
866,,,,,,
867,,,,,,
868,,,,,,
869,,,,,,
870,,,,,,
871,,,,,,
872,,,,,,
873,,,,,,
874,,,,,,
875,,,,,,
876,,,,,,
877,,,,,,
878,,,,,,
879,,,,,,
880,,,,,,
881,,,,,,
882,,,,,,
883,,,,,,
884,,,,,,
885,,,,,,
886,,,,,,
887,,,,,,
888,,,,,,
889,,,,,,
890,,,,,,
891,,,,,,
892,,,,,,
893,,,,,,
894,,,,,,
895,,,,,,
896,,,,,,
897,,,,,,
898,,,,,,
899,,,,,,
900,,,,,,
901,,,,,,
902,,,,,,
903,,,,,,
904,,,,,,
905,,,,,,
906,,,,,,
907,,,,,,
908,,,,,,
909,,,,,,
910,,,,,,
911,,,,,,
912,,,,,,
913,,,,,,
914,,,,,,
915,,,,,,
916,,,,,,
917,,,,,,
918,,,,,,
919,,,,,,
920,,,,,,
921,,,,,,
922,,,,,,
923,,,,,,
924,,,,,,
925,,,,,,
926,,,,,,
927,,,,,,
928,,,,,,
929,,,,,,
930,,,,,,
931,,,,,,
932,,,,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
947,,,,,,
948,,,,,,
949,,,,,,
950,,,,,,
951,,,,,,
952,,,,,,
953,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,,,,,,
959,,,,,,
960,,,,,,
961,,,,,,
962,,,,,,
963,,,,,,
964,,,,,,
965,,,,,,
966,,,,,,
967,,,,,,
968,,,,,,
969,,,,,,
970,,,,,,
971,,,,,,
972,,,,,,
973,,,,,,
974,,,,,,
975,,,,,,
976,,,,,,
977,,,,,,
978,,,,,,
979,,,,,,
980,,,,,,
981,,,,,,
982,,,,,,
983,,,,,,
984,,,,,,
985,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
992,,,,,,
993,,,,,,
994,,,,,,
995,,,,,,
996,,,,,,
997,,,,,,
998,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,,,,,,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,,,,,,
1013,,,,,,
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,,,,,,
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,,,,,,
1029,,,,,,
1030,,,,,,
1031,,,,,,
1032,,,,,,
1033,,,,,,
1034,,,,,,
1035,,,,,,
1036,,,,,,
1037,,,,,,
1038,,,,,,
1039,,,,,,
1040,,,,,,
1041,,,,,,
1042,,,,,,
1043,,,,,,
1044,,,,,,
1045,,,,,,
1046,,,,,,
1047,,,,,,
1048,,,,,,
1049,,,,,,
1050,,,,,,
1051,,,,,,
1052,,,,,,
1053,,,,,,
1054,,,,,,
1055,,,,,,
1056,,,,,,
1057,,,,,,
1058,,,,,,
1059,,,,,,
1060,,,,,,
1061,,,,,,
1062,,,,,,
1063,,,,,,
1064,,,,,,
1065,,,,,,
1066,,,,,,
1067,,,,,,
1068,,,,,,
1069,,,,,,
1070,,,,,,
1071,,,,,,
1072,,,,,,
1073,,,,,,
1074,,,,,,
1075,,,,,,
1076,,,,,,
1077,,,,,,
1078,,,,,,
1079,,,,,,
1080,,,,,,
1081,,,,,,
1082,,,,,,
1083,,,,,,
1084,,,,,,
1085,,,,,,
1086,,,,,,
1087,,,,,,
1088,,,,,,
1089,,,,,,
1090,,,,,,
1091,,,,,,
1092,,,,,,
1093,,,,,,
1094,,,,,,
1095,,,,,,
1096,,,,,,
1097,,,,,,
1098,,,,,,
1099,,,,,,
1100,4.257062161684359,0.8392694189140018,0.9636620592412881,5.272157282673316,5.485140966338875,5.272510359988985
1101,4.557497125111169,0.8322116243270061,1.1769887408853066,5.28653637307305,5.497499399649707,5.28637445902592
1102,4.762706423659638,0.9268604935043421,1.410197739935042,5.276275401727782,5.487064368471209,5.276113264917994
1103,4.888360319841911,0.9982325117297901,1.3998078721485718,5.298813729018544,5.509965559096438,5.298652647926078
1104,4.398137079809775,1.0085173390531388,1.7292480319575667,5.349272976670484,5.561132409557928,5.349108639768156
1105,4.177216240233269,1.0961544525684528,1.9462845610830841,5.415648909835542,5.628354457090878,5.415484444653505
1106,4.082901459689151,1.3031905795400045,2.1718580233785687,5.437236779275941,5.6502647038423275,5.437072334786712
1107,3.785335181825387,1.5183086980325653,2.157658978363476,5.434813442068902,5.647762674215837,5.434638834747215
1108,4.11500061709048,1.810085696133671,3.3149626870122315,5.491915748642011,5.705757026031696,5.491741253761413
1109,4.135162591864706,1.9209636496227387,3.8346377230992554,5.311976259479864,5.524226421438591,5.311800507314977
1110,4.079339291586405,1.7973175553798373,4.368764020141176,4.990129569537534,5.21216091223777,4.9899464159005085
1111,4.224179613871119,1.307498414274129,4.647754787489007,4.6221037075825,4.849434231133777,4.62191219176357
1112,4.396670445473542,0.8455586794277298,4.919974176588396,4.262664303571432,4.504733447699995,4.262460232154698
1113,4.677237593056757,0.5883756345359514,4.686009193809192,4.513884729379393,4.767254204489498,4.513684663550732
1114,4.5971987042602835,0.43763415407249223,4.442071363498882,4.475673598290308,4.726248361747003,4.47547249718069
1115,4.597823407407247,0.4186327552923309,4.2790601059349225,4.243654833922943,4.525105540229698,4.243441422587134
1116,4.745148815604715,0.2499582178729589,4.007171369415295,3.9717893635400157,4.2545750826846325,3.971569223851871
1117,4.707648410751568,0.11013297436659394,3.7419394459029873,3.8539250360954664,4.130797525361377,3.853701047987589
1118,4.852153970123283,0.10480483726280992,3.7720043922823816,4.130645591897566,4.470308936586406,4.130441237674344
1119,4.8000472566882,-0.25535733408012246,3.253972607806883,3.706853228367182,4.0434379627706765,3.7066706891547354
1120,4.767392755362428,-0.6398748156795255,3.019409016985157,3.3393995757209343,3.67235040014494,3.339190246256979
1121,4.737245439793312,-0.37196098582717413,3.1373444986364043,3.1210000571946472,3.4747864256620864,3.1207505071247206
1122,4.786826353178443,-0.3774082644092394,3.112883388144559,2.8779481867104124,3.2251014198873014,2.8776748510630337
1123,4.738152154529013,-1.3262606934104852,2.499368240352728,2.8426809069962817,3.162018676849884,2.84243505589545
1124,4.920679395080414,-1.179047320451382,2.567816563920306,3.2082130365213364,3.524178317203192,3.207984664516089
1125,4.992786889365308,-1.2343444529559662,2.3797547930402816,3.293768483331886,3.6119703133157066,3.293545290658736
1126,4.805329517062253,-0.9089239380416527,2.571981861299499,2.5621744072348314,2.7956386811134664,2.561921900113644
1127,4.88308260378418,-0.34666878168578263,2.915956856515166,2.5270343837088984,2.7511275679697818,2.526777768103665
1128,4.996345610930062,-0.33921104153518,2.800588438623485,2.5958464816414937,2.7986676899664653,2.5955817634850873
1129,4.750426327601197,-0.0867482988473695,2.7250984115676213,2.451873639091757,2.6826615082568845,2.451615866407948
1130,4.9620083814892935,0.06214886936598369,3.0175646335237856,2.89473978856167,3.199856119454585,2.894504825074106
1131,5.2898711097530375,0.4112733869413881,3.4342191169227885,3.293838940775588,3.447359008104222,3.293498829511446
1132,5.538575582494478,0.7960254722667336,3.826634141838676,3.7070236096393816,3.7661583078381224,3.7066547579091083
1133,5.564898345104591,0.45071195705584416,3.8299233569496143,3.7076736717152143,3.7644780683626524,3.7073096874950897
1134,5.764062780742768,-0.15699874844973102,3.716452295426068,4.182544224854148,4.233222765238123,4.182203059761818
1135,6.159016738376408,-0.33786871071125857,3.9445355267567983,3.957232078737678,4.022237741495678,3.956896059733453
1136,6.011735744588346,-0.43144567390198957,4.1701484496182495,3.684736483779464,3.7449025857441716,3.684399295501709
1137,6.031615389029861,-0.6516335359299569,4.262965581306398,3.875886519153925,3.9242935677458948,3.875555613016989
1138,6.629490219423205,-0.7584283062753266,4.048726456351941,4.466029908006471,4.521882478104944,4.465699719696754
1139,7.2795419634772465,-0.7139906453483391,3.990367762975526,4.72865104223138,4.769400671436746,4.728348932649297
1140,7.488349135998755,-1.0768678519602384,3.595913709547231,4.932357118406138,4.972058941604327,4.932063483688545
1141,7.536207990870938,-1.3255825966250614,3.2080287684122313,5.020696307676582,5.070911715169028,5.020405349337119
1142,7.657778991937752,-1.653620463445558,2.780816469684073,5.218421522433976,5.252859979301913,5.218127820104005
1143,7.855981448927952,-1.7082450029479659,2.6390496060646678,5.352170722575538,5.3854741636042425,5.351874387558557
1144,8.049318883678627,-1.6532044823363896,2.524704567371136,5.5665642529521255,5.599774084435835,5.5662650121337505
1145,7.932112752671355,-1.9218391940875679,2.4181641735137096,5.200784641183734,5.232217336171475,5.200491825885853
1146,7.981397944807963,-2.2075016503377496,2.183356774503427,5.308226115675411,5.332302001729547,5.307930119557823
1147,8.083640072280083,-2.3117967244474884,1.940803416327119,5.428908423095461,5.437322113692147,5.428603565325552
1148,7.781090470041167,-2.2614917191608446,1.9424073407812308,5.307006703939238,5.322340775294609,5.306707493950163
1149,7.638139290234456,-2.122721362202992,2.1826354450160093,5.13494801394074,5.147794731365467,5.13465056173484
1150,7.431630144788415,-2.1209375905184937,2.2746397090444317,5.090336119081833,5.095216263102121,5.09003452771783
1151,7.559124565860442,-2.071568380290612,2.2178804441874145,5.044651239633337,5.0493905164304245,5.044349698271846
1152,7.799550875748025,-1.7387478876680957,2.1794372986474975,5.026853972905862,5.040165502763033,5.0265713967167756
1153,7.7409745441193545,-1.8157217360506535,2.108802286037849,4.925609235169372,4.948025032167513,4.925334150214667
1154,7.719486660716807,-1.910850334099313,2.082160668511448,4.848576368191161,4.863133677491279,4.848295619160422
1155,8.04205244695592,-1.6741964740810327,2.1794178218366613,4.81377002602613,4.8143182849386585,4.8134777321606235
1156,8.230764260332107,-1.5832652896818902,2.251871733052416,4.817365421604418,4.8055925688955785,4.817062976115004
1157,8.104068642480641,-1.5903549938502122,2.126167527715604,4.728098696526018,4.740709794815453,4.727895607743109
1158,7.872280768511838,-1.8003505026489945,1.951202290895395,4.493750725435907,4.532941030161196,4.493579403442289
1159,7.760857930072029,-1.798118309261726,1.7981608636723447,4.49581461661296,4.535761741037335,4.495644770579038
1160,7.557115785120029,-1.8040566669885816,1.606298171266323,4.434896664128263,4.483375972306426,4.434874398721659
1161,7.523471036994145,-1.798501886021313,1.5521720609344896,4.430155819879031,4.475866729108634,4.43013163498258
1162,7.442326062242692,-2.004323324869684,1.2498897455778186,4.403046030181516,4.448623354006454,4.40302153233186
1163,7.395627318074688,-1.999210880748464,1.2124390990461713,4.320137261350131,4.36585699187126,4.320135877550137
1164,7.436241232025134,-2.0134345767951767,1.1931637274605382,4.257792027121072,4.302045094232974,4.257787545913068
1165,7.479298132001465,-1.9379207282548196,1.1770150344632062,4.220210867771837,4.264325246529594,4.220266122959213
1166,7.550032017263606,-1.8308283886884265,1.171728265568758,4.215920297384349,4.26082480769024,4.215990288341375
1167,7.6475931317084775,-1.744647082224288,1.3280975980091927,4.219506929923424,4.264414799005405,4.219576956673691
1168,7.6965813231464875,-1.700742884000034,1.2873963875292533,4.150907903237083,4.195306080063209,4.150976288086636
1169,7.57898310189638,-1.6565618204205828,1.4306445779981956,4.238544381078731,4.281544971321527,4.238591346128402
1170,7.665120858763175,-1.438700480221667,1.9498102294087736,4.474832886914081,4.519192438016661,4.474882473289686
1171,7.558534739026589,-1.3996176465280943,2.003146068337692,4.459680413885531,4.502783385408575,4.4597270715889366
1172,7.563301699524214,-1.6537135971916097,1.8094218228407548,4.4991511830225965,4.542391048424542,4.499198099965781
1173,7.451113915765216,-1.5152181399257718,2.0176186647475585,4.537442921147204,4.574823547483397,4.537457826886858
1174,7.688489487948531,-1.2132423572919961,2.402968985357182,4.609364568739483,4.65435235204123,4.6093092672536855
1175,7.824815373906466,-1.2158039999451182,2.2576770501003485,4.669743366232444,4.699441378469712,4.669653786084956
1176,7.696577593342565,-1.550482201420974,1.9713666045251312,4.698260677836382,4.733096541697762,4.698184531740164
1177,7.709135716677132,-1.4654296586358695,2.0334668476032456,4.709082114107836,4.752030547076333,4.709027903331825
1178,7.446138228853446,-1.1918412042097095,2.699073551741721,4.718200100235736,4.761278068321839,4.718143199704998
1179,7.4594848884586975,-1.1604086580431345,2.7249332895463536,4.797214418653903,4.765453747353994,4.79691116075285
1180,7.453575194796518,-1.1711202485803671,2.8078708134803136,4.799286238453096,4.766657233417504,4.7989273299942115
1181,7.442651040026114,-1.2182691492319013,2.6142280183468456,4.761099127900131,4.72892044102429,4.760757605803693
1182,8.8645798226827,-1.0987259349169634,2.3996950230094956,4.724715182704141,4.688486093835999,4.724367753517857
1183,8.827632263020107,-1.0912043482921046,2.216405147531301,4.658147338836788,4.6237380303878375,4.657842113143149
1184,9.09512013986335,-1.2035545979485596,1.9236269519812077,4.597121128661299,4.562715845372966,4.596816517168874
1185,9.310013638967106,-1.2476652628320928,1.638566728433443,4.554817949510083,4.520051538498919,4.554451533254247
1186,8.922490088519572,-1.3956643333489367,1.647567138404366,4.528486626083484,4.493783660983131,4.528128174857501
1187,8.779745100507018,-1.5018237931102099,1.37776934508787,4.518776271537722,4.484213709803951,4.518421957930204
1188,8.804372980172147,-1.3247001778498095,1.4258330433733581,4.569895118888036,4.535335831269747,4.569526430150657
1189,8.828152676936375,-1.4979175099627637,1.0430287534016465,4.582928075286133,4.54838497817699,4.58255712599619
1190,8.71955570126797,-1.7651006936316496,0.7980502753157591,4.5404688162489135,4.50925963101377,4.5401720183406615
1191,8.730665009888707,-1.7324889890846644,0.87007125076223,4.514163031281154,4.482453250848607,4.513861689559342
